ID	hep_mean	hep_wssv_mean	theta	prob	log2FC	lminusProb	log2FC_SigInv	hep_1	hep_2	hep_3	hep_wssv_1	hep_wssv_2	hep_wssv_3	hep_1_normalized	hep_2_normalized	hep_3_normalized	hep_wssv_1_normalized	hep_wssv_2_normalized	hep_wssv_3_normalized	Expression
XM_027356165.1	1347.36032141657	12690.2700707141	-2.22031095025292	0.999999999999849	-3.23551514846231	1.51212375953946e-13	3.23551514846231	2328	1564	1511	13280	3678	9913	1690.91704421821	1325.98915207908	1025.17476795242	13007.8240934875	4392.24348574841	20670.7426329065	Down_hep_Up_hep_wssv
XM_027356191.1	621.667544738296	206.824757756112	1.1173046302742	0.995748080681168	1.58773436998241	0.0042519193188324	-1.58773436998241	834	665	1025	234	167	92	605.766673057553	563.799735378892	695.436225778442	229.204129358139	199.430305089719	191.839838820478	Up_hep_Down_hep_wssv
XM_027356221.1	487.209420726976	139.909185871818	0.928497616152712	0.9897262018267	1.80005134246108	0.0102737981733003	-1.80005134246108	698	509	771	73	110	104	506.984577690854	431.539947831362	523.103736658711	71.5038523211288	131.361278801611	216.862426492714	Up_hep_Down_hep_wssv
XM_027356222.1	558.696432664726	137.47691177903	1.06486622100151	0.994141118021317	2.02287525944328	0.00585888197868323	-2.02287525944328	820	543	914	82	100	102	595.597927946275	460.365798963516	620.125571084386	80.3193957579803	119.419344365101	212.691995214008	Up_hep_Down_hep_wssv
XM_027356238.1	33.5244128870339	2631.76948128117	-2.67011517485187	0.999999999999999	-6.29467725117437	1.22124532708767e-15	6.29467725117437	39	42	54	2351	4264	240	28.3272185242741	35.6084043397195	36.6376157971082	2302.81584667087	5092.04084372791	500.451753444725	Down_hep_Up_hep_wssv
XM_027356246.1	37820.7284640819	502909.576353732	-2.16230437199724	1	-3.73304996895244	0	3.73304996895244	49847	53826	46607	279913	192747	481665	36205.8169687049	45634.7136188033	31621.6548047374	274176.134448824	230177.203683401	1004375.39092897	Down_hep_Up_hep_wssv
XM_027356261.1	18982.2278728072	60477.4560988654	-1.95752851493194	0.996471063636057	-1.67174812985381	0.00352893636394336	1.67174812985381	24190	24423	27518	33486	50853	42156	17570.1388744151	20706.2871235469	18670.2576204597	32799.6986140455	60728.3191899848	87904.3504925659	Down_hep_Up_hep_wssv
XM_027356265.1	41.3366950864663	0.70981898488681	2.5798675059373	1	5.86382807674293	4.44089209850063e-16	-5.86382807674293	68	48	50	0	0	0	49.3910476833496	40.6953192453937	33.9237183306557	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027356267.1	40.6529095312062	3.142570564132	0.958550276141679	0.991764489965006	3.69334156497922	0.00823551003499401	-3.69334156497922	50	57	55	0	0	4	36.3169468259924	48.325691603905	37.3160901637213	0.489752413158416	0.597096721825505	8.34086255741208	Up_hep_Down_hep_wssv
XM_027356275.1	246.318799500244	13.2232854740726	1.22986011204777	0.996054003794135	4.21937416084344	0.00394599620586511	-4.21937416084344	407	170	441	4	2	16	295.619947163578	144.129255660769	299.207195676383	3.91801930526733	2.38838688730202	33.3634502296483	Up_hep_Down_hep_wssv
XM_027356323.1	784.845028409347	3517.58246244965	-2.21825008599776	0.999999999999924	-2.16410452500176	7.61612994892857e-14	2.16410452500176	792	1328	963	3372	2879	1828	575.260437723719	1125.90383245589	653.370815048429	3302.89027434036	3438.08292427126	3811.77418873732	Down_hep_Up_hep_wssv
XM_027356325.1	688.981759799621	3279.82231114676	-2.19761258644086	1	-2.25107996255066	2.22044604925031e-16	2.25107996255066	665	1124	930	2944	2865	1695	483.015392785699	952.948725662969	630.981160950196	2883.66220867676	3421.36421606014	3534.44050870337	Down_hep_Up_hep_wssv
XM_027356328.1	59.1302667732954	232.711491579315	-0.9679768640354	0.994322807462471	-1.97657376343394	0.00567719253752863	1.97657376343394	106	56	78	290	118	131	76.9919272711039	47.4778724529593	52.9210005958229	284.056399631881	140.914826350819	273.163248755246	Down_hep_Up_hep_wssv
XM_027356349.1	1925.89126593671	510.773260061965	1.2128311200461	0.994629253755012	1.91477134789599	0.00537074624498846	-1.91477134789599	3445	1489	2967	957	245	145	2502.23763631088	1262.40271575815	2013.03344574111	937.386118785209	292.577393694497	302.356267706188	Up_hep_Down_hep_wssv
XM_027356418.1	947.407165857104	2996.02440072556	-1.48211466981397	0.997610249197651	-1.66099288456906	0.00238975080234893	1.66099288456906	749	1744	1208	3019	2108	1685	544.027863453366	1478.5965992493	819.597034868642	2957.12507065052	2517.35977921633	3513.58835230984	Down_hep_Up_hep_wssv
XM_027356442.1	239.5006330753	1884.1451371538	-1.73046748887947	0.99999962174956	-2.97580872656878	3.78250439858618e-07	2.97580872656878	321	370	253	2954	1556	432	233.154798622871	313.69308584991	171.654014753118	2893.45725693992	1858.16499832097	900.813156200504	Down_hep_Up_hep_wssv
XM_027356446.1	145.175336034836	560.151939257579	-0.977565120898098	0.994774315046522	-1.94802183281928	0.00522568495347808	1.94802183281928	167	277	117	719	456	207	121.298602398815	234.845904811959	79.3815008937344	704.263970121803	544.552210304861	431.639637346075	Down_hep_Up_hep_wssv
XM_027356519.1	729.818707810936	112.324138292029	1.21773712064944	0.995090399497663	2.69987013862841	0.00490960050233713	-2.69987013862841	1167	744	1048	224	74	14	847.637538918662	630.777448303602	711.041136210544	219.409081094971	88.3703148301747	29.1930189509423	Up_hep_Down_hep_wssv
XM_027356531.1	80.9002853435855	0.70981898488681	3.06017933229163	1	6.83254981959686	0	-6.83254981959686	124	80	125	0	0	0	90.0660281284611	67.8255320756561	84.8092958266393	0.489752413158416	0.597096721825505	1.04260781967651	Up_hep_Down_hep_wssv
XM_027356640.1	144.18368047412	1307.53801046566	-1.66719433430395	0.999823948842224	-3.18087310006403	0.000176051157775969	3.18087310006403	246	173	158	880	733	1048	178.679378383883	146.672713113606	107.198949924872	861.964247158813	875.34379419619	2185.30599004196	Down_hep_Up_hep_wssv
XM_027356642.1	649.002820367709	212.260639235233	1.07472184657343	0.993628230107904	1.61238787930799	0.00637176989209609	-1.61238787930799	960	717	946	163	190	120	697.285379059054	607.886331228068	641.836750816006	159.659286689644	226.896754293692	250.225876722362	Up_hep_Down_hep_wssv
XM_027356661.1	261.850284248045	910.330062145131	-1.100790116422	0.993002666833905	-1.79764755319917	0.0069973331660953	1.79764755319917	241	452	335	721	798	514	175.047683701283	383.214256227457	227.288912815393	706.222979774436	952.966368033506	1071.80083862745	Down_hep_Up_hep_wssv
XM_027356752.1	39.9536646778525	659.512377780216	-1.64260832865691	0.998646096990793	-4.04499999340861	0.0013539030092069	4.04499999340861	45	30	91	1209	281	220	32.6852521433931	25.4345745283711	61.7411673617934	1184.22133501705	335.568357665934	458.747440657664	Down_hep_Up_hep_wssv
XM_027356763.1	21.0031862289617	126.473889308291	-1.00633762002668	0.996694504709923	-2.59015945989847	0.00330549529007707	2.59015945989847	16	23	47	202	56	55	11.6214229843176	19.4998404717511	31.8882952308164	197.859974916	66.8748328444566	114.686860164416	Down_hep_Up_hep_wssv
XM_027356790.1	454.015750889978	34949.1954567746	-2.86534752673535	1	-6.26637308547313	0	6.26637308547313	447	669	693	13509	16132	34697	324.673504624372	567.191011982674	470.182736062888	13232.1306987141	19264.7286329781	72350.7270386317	Down_hep_Up_hep_wssv
XM_027356791.1	490.74290779181	154.502949153366	0.982804532062826	0.994555398034435	1.66733304147238	0.0054446019655654	-1.66733304147238	569	572	846	165	162	52	413.286854879793	484.952554340941	573.989314154695	161.618296342277	193.459337871464	108.431213246357	Up_hep_Down_hep_wssv
XM_027356794.1	254.245654173167	10214.3611755147	-1.91768505382665	0.996891685323063	-5.32823205365551	0.00310831467693673	5.32823205365551	238	238	572	3775	676	12535	172.868666891724	201.780957925077	388.087337702701	3697.63071934604	807.274767908083	26138.1780392901	Down_hep_Up_hep_wssv
XM_027356795.1	47.6028993194623	3102.49997468013	-1.98964284549527	0.999430711908012	-6.02623794283937	0.000569288091988307	6.02623794283937	25	71	95	1109	270	3788	18.1584734129962	60.1951597171448	64.4550648282459	1086.27085238537	322.432229785773	7898.79684186924	Down_hep_Up_hep_wssv
XM_027356796.1	318.226586072075	14278.5659339466	-2.16474190195285	1	-5.48765290961527	4.44089209850063e-16	5.48765290961527	358	392	534	5654	2451	16483	260.029339274105	332.345107170715	362.305311771403	5538.12028799537	2926.96813038863	34370.6093834558	Down_hep_Up_hep_wssv
XM_027356812.1	58.7996785225835	9.60020827085463	0.940558997231481	0.990548059817962	2.61467065768544	0.00945194018203788	-2.61467065768544	110	41	91	2	12	6	79.8972830171832	34.7605851887738	61.7411673617934	1.95900965263367	14.3303213238121	12.5112938361181	Up_hep_Down_hep_wssv
XM_027356824.1	1.21914858573721	365.656036560249	-2.46152757516323	0.999999999998736	-8.22846940172895	1.26432198044313e-12	8.22846940172895	2	1	2	131	83	417	1.4526778730397	0.847819150945702	1.35694873322623	128.315132247505	99.1180558230338	869.534921610209	Down_hep_Up_hep_wssv
XM_027356829.1	13.1206568943626	110.913227560397	-1.26721287331938	0.998779266833032	-3.07951957584865	0.00122073316696825	3.07951957584865	18	11	25	45	116	72	13.0741008573573	9.32601066040272	16.9618591653279	44.0777171842575	138.526439463517	150.135526033417	Down_hep_Up_hep_wssv
XM_027356883.1	4022.78523411042	24008.5206163171	-2.35892051492074	0.997132978153275	-2.57727988527169	0.00286702184672516	2.57727988527169	4997	5044	6135	15860	15689	18106	3629.51566578968	4276.39979737012	4162.44023917146	15534.946545385	18735.7009374407	37754.9143661258	Down_hep_Up_hep_wssv
XM_027356913.1	233.619170098454	707.651162501382	-0.981619088149271	0.995111827802165	-1.59887969490371	0.00488817219783522	1.59887969490371	320	210	428	854	405	385	232.428459686351	178.042021698597	290.387028910413	836.497121674575	483.648344678659	802.808021150913	Down_hep_Up_hep_wssv
XM_027357011.1	44602.6119109256	336455.945923068	-1.66226631184585	0.999693214956952	-2.91521751562249	0.00030678504304793	2.91521751562249	48699	73423	53335	160094	115578	342666	35371.9798695801	62249.4255198863	36186.4303433105	156812.845664367	138022.489830296	714532.502274542	Down_hep_Up_hep_wssv
XM_027357017.1	29.1297367460429	243.642640343994	-1.44867081311694	0.996940636950003	-3.06420207544573	0.00305936304999699	3.06420207544573	40	48	26	234	256	94	29.0535574607939	40.6953192453937	17.640333531941	229.204129358139	305.713521574659	196.010270099184	Down_hep_Up_hep_wssv
XM_027357018.1	13.0483710734394	142.705250785349	-1.48858277963896	0.998107397893851	-3.4510967985577	0.00189260210614905	3.4510967985577	10	24	17	135	143	60	7.26338936519848	20.3476596226968	11.5340642324229	132.233151552772	170.769662442094	125.112938361181	Down_hep_Up_hep_wssv
XM_027357058.1	105.561013336221	24.7141755076474	0.749539910623163	0.987803340914224	2.09466642255535	0.0121966590857762	-2.09466642255535	192	93	145	48	7	9	139.457075811811	78.8471810379503	98.3787831589016	47.016231663208	8.35935410555707	18.7669407541772	Up_hep_Down_hep_wssv
XM_027357060.1	1.39315029226612	129.102022314415	-1.87633531958251	0.999863996743638	-6.53401688618583	0.000136003256361761	6.53401688618583	0	0	5	150	107	54	0.363169468259924	0.423909575472851	3.39237183306557	146.925723947525	127.778698470658	112.601644525063	Down_hep_Up_hep_wssv
XM_027357068.1	1.46126156457716	123.865422122024	-2.82367998769041	1	-6.40541525284731	0	6.40541525284731	3	1	2	137	108	52	2.17901680955954	0.847819150945702	1.35694873322623	134.192161205406	128.972891914309	108.431213246357	Down_hep_Up_hep_wssv
XM_027357070.1	448.149454509292	124.662382746854	0.839523017218715	0.988332145514298	1.8459537473708	0.0116678544857022	-1.8459537473708	769	434	616	171	21	87	558.554642183763	367.953511510435	417.940209833678	167.495325300178	25.0780623166712	181.413760623713	Up_hep_Down_hep_wssv
XM_027357077.1	7.87236804019468	128.477805087433	-1.96074385302858	0.996674463759372	-4.02857767144862	0.0033255362406277	4.02857767144862	8	13	10	128	113	60	5.81071149215878	11.0216489622941	6.78474366613114	125.376617768555	134.943859132564	125.112938361181	Down_hep_Up_hep_wssv
XM_027357085.1	17.2382724346653	262.831442124517	-1.63711536232678	0.998353541336169	-3.9304507689576	0.00164645866383106	3.9304507689576	21	23	25	126	185	213	15.2531176669168	19.4998404717511	16.9618591653279	123.417608115921	220.925787075437	444.150931182193	Down_hep_Up_hep_wssv
XM_027357095.1	109.66860616997	564.325066803669	-1.00195266340705	0.996670301417916	-2.36337583648966	0.00332969858208354	2.36337583648966	145	147	146	288	256	530	105.319145795378	124.629415189018	99.0572575255147	282.097389979248	305.713521574659	1105.1642888571	Down_hep_Up_hep_wssv
XM_027357112.1	297.756735031517	71.6260557432651	0.859402259504611	0.988375689575824	2.05557773716174	0.0116243104241762	-2.05557773716174	545	277	387	84	15	55	395.854720403317	234.845904811959	262.569579879275	82.2784054106139	17.9129016547652	114.686860164416	Up_hep_Down_hep_wssv
XM_027357113.1	136.987127153347	35.2369654809269	0.730919511717195	0.987600612619245	1.95887873430827	0.0123993873807547	-1.95887873430827	266	128	161	41	6	28	193.206157114279	108.52085132105	109.234373024711	40.1596978789901	7.16516066190606	58.3860379018845	Up_hep_Down_hep_wssv
XM_027357116.1	43583.9578099062	2951.80787697043	3.51908201370713	1	3.88412648240241	0	-3.88412648240241	81322	35347	61486	3051	696	2415	59067.3349956671	29967.8635284777	41716.6749055739	2988.46922509266	831.158636781103	5035.79576903754	Up_hep_Down_hep_wssv
XM_027357152.1	302.436266807585	1029.44698882277	-1.0364172801451	0.993539064231474	-1.76716648397875	0.0064609357685258	1.76716648397875	290	448	467	1243	1158	234	210.638291590756	379.822979623674	316.847529208324	1217.52449911182	1382.87600774787	487.940459608607	Down_hep_Up_hep_wssv
XM_027357153.1	297.830174874586	1007.06942200689	-1.03252156855349	0.994089506168768	-1.75760130438656	0.00591049383123232	1.75760130438656	299	452	432	1254	1098	231	217.175342019434	383.214256227457	293.100926376865	1228.29905220131	1311.22440112881	481.684812690548	Down_hep_Up_hep_wssv
XM_027357164.1	63.1059835039013	1628.56446102804	-2.24057850629531	0.999999999778754	-4.68968021133577	2.21245688436511e-10	4.68968021133577	86	80	87	2449	270	1038	62.4651485407069	67.8255320756561	59.027269895341	2398.80731964992	322.432229785773	2164.45383364843	Down_hep_Up_hep_wssv
XM_027357187.1	287.546262698297	73.2535102613488	0.758133075349773	0.988042648188078	1.97282428749851	0.0119573518119223	-1.97282428749851	564	247	359	61	17	67	409.655160197194	209.411330283588	243.572297614108	59.7497944053268	20.3012885420672	139.709447836652	Up_hep_Down_hep_wssv
XM_027357219.1	59.8499646975723	1.47016651109845	2.12004791266594	0.990353354781068	5.34729892708984	0.00964664521893221	-5.34729892708984	105	49	91	1	2	0	76.265588334584	41.5431383963394	61.7411673617934	0.979504826316833	2.38838688730202	1.04260781967651	Up_hep_Down_hep_wssv
XM_027357220.1	33.3133621714533	4.53271432370068	0.721474369638454	0.987120456214416	2.87765382352292	0.0128795437855841	-2.87765382352292	47	36	52	0	0	6	34.1379300164328	30.5214894340453	35.2806670638819	0.489752413158416	0.597096721825505	12.5112938361181	Up_hep_Down_hep_wssv
XM_027357228.1	43.7343815559756	1.75242680456332	1.31234065765031	0.999092891160823	4.64134180089225	0.000907108839176662	-4.64134180089225	80	35	64	0	0	2	58.1071149215878	29.6736702830996	43.4223594632393	0.489752413158416	0.597096721825505	4.17043127870604	Up_hep_Down_hep_wssv
XM_027357257.1	60.4160462055757	181.729528927999	-0.751354568425462	0.984773639897355	-1.58878918144607	0.0152263601026451	1.58878918144607	45	84	114	233	117	85	32.6852521433931	71.216808679439	77.346077793895	228.224624531822	139.720632907168	177.243329345007	Down_hep_Up_hep_wssv
XM_027357264.1	513.665935265857	1701.30264630051	-1.3324906419986	0.998461100438701	-1.72773749928337	0.00153889956129871	1.72773749928337	639	770	625	1971	1655	574	464.130580436183	652.82074622819	424.046479133196	1930.60401267048	1976.39014924242	1196.91377698863	Down_hep_Up_hep_wssv
XM_027357279.1	104.519814517048	365.614917888517	-0.933833947742381	0.992821574984445	-1.80654846717344	0.00717842501555543	1.80654846717344	134	123	165	226	445	165	97.3294174936596	104.281755566321	111.948270491164	221.368090747604	531.416082424699	344.060580493248	Down_hep_Up_hep_wssv
XM_027357308.1	320.653323174244	110.410989738818	0.750716660929476	0.987830723980213	1.53813058133395	0.0121692760197873	-1.53813058133395	450	417	415	156	111	22	326.852521433931	353.540585944358	281.566862144442	152.802752905426	132.555472245262	45.8747440657664	Up_hep_Down_hep_wssv
XM_027357335.1	579.357043281192	149.364874695036	0.84520645698805	0.988119792300262	1.95561180176328	0.0118802076997383	-1.95561180176328	782	455	1156	300	89	23	567.997048358521	385.757713680294	784.31636780476	293.85144789505	106.28321648494	47.9599597051195	Up_hep_Down_hep_wssv
XM_027357394.1	27000.0793525119	88826.8950790227	-2.88016278262817	1	-1.71803291576413	0	1.71803291576413	38081	32622	37854	69203	69007	55768	27659.7130416123	27657.5563421507	25682.9686737728	67784.6724956038	82407.7069660252	116288.305775439	Down_hep_Up_hep_wssv
XM_027357443.1	559.018271580892	186.932723615948	0.844449318010048	0.988139585824118	1.58037629549881	0.0118604141758824	-1.58037629549881	769	491	1035	130	239	71	558.554642183763	416.27920311434	702.220969444573	127.335627421188	285.412233032591	148.050310394064	Up_hep_Down_hep_wssv
XM_027357505.1	46.5857140934895	202.064721066751	-0.919094245934773	0.990450802151894	-2.11685794726192	0.00954919784810626	2.11685794726192	78	38	75	181	92	153	56.6544370485481	32.2171277359367	50.8855774959836	177.290373563347	109.865796815893	319.037992821012	Down_hep_Up_hep_wssv
XM_027357507.1	100.729645206681	25.4693461314456	0.962758548512247	0.992164631094729	1.98365451052029	0.00783536890527115	-1.98365451052029	162	84	167	22	18	16	117.666907716215	71.216808679439	113.30521922439	21.5491061789703	21.4954819857182	33.3634502296483	Up_hep_Down_hep_wssv
