ID	logFC	logCPM	PValue	FDR	muscle_1	muscle_2	muscle_3	muscle_4	muscle_5	muscle_6	hemocytes_1	hemocytes_2	hemocytes_3	hemocytes_4	hemocytes_5	hemocytes_6	muscle_1_normalized	muscle_2_normalized	muscle_3_normalized	muscle_4_normalized	muscle_5_normalized	muscle_6_normalized	hemocytes_1_normalized	hemocytes_2_normalized	hemocytes_3_normalized	hemocytes_4_normalized	hemocytes_5_normalized	hemocytes_6_normalized	Expression
XM_027359317.1	2.93436537975432	1.17360938735371	5.7235394479381e-06	1.63637476128829e-05	6	2	0	12	4	36	354	273	189	346	443	298	0.510465062892421	0.143000990926732	0	0.453865865132128	0.196016998273517	1.604311117862	4.70297466120251	6.51223830494959	4.20833518340613	2.502670620466	2.80649564484941	2.38304949908368	Down_muscle_Up_hemocytes
XM_027359318.1	2.94766082409333	2.4932365130364	2.91116749581311e-06	8.64366831645485e-06	4	4	3	46	12	95	758	621	388	1219	1386	980	0.340310041928281	0.286001981853464	0.272531460596185	1.73981914967316	0.588050994820551	4.23359878324695	10.070211280202	14.8135530673029	8.63933360402951	8.81721238828917	8.78059359765527	7.83687419161746	Down_muscle_Up_hemocytes
XM_027359319.1	2.32089538789351	1.53248360007328	2.45614953594665e-05	6.48871709568731e-05	4	2	6	37	14	53	381	387	154	475	568	434	0.340310041928281	0.143000990926732	0.54506292119237	1.39941975082406	0.686059493957309	2.36190247907461	5.06167611841287	9.23163452020327	3.42901385314573	3.43574723907904	3.59839622183852	3.47061571343059	Down_muscle_Up_hemocytes
XM_027359320.1	2.21301335302724	0.944558463136484	0.000253879503318491	0.000581926563490368	7	4	0	9	15	42	298	201	155	280	308	266	0.595542573374491	0.286001981853464	0	0.340399398849096	0.735063743525688	1.87169630417233	3.95900126846991	4.79472490584201	3.45128017686746	2.02528258303607	1.95124302170117	2.12715156629617	Down_muscle_Up_hemocytes
XM_027359321.1	1.92791047836862	1.02758154917974	0.000282990850036526	0.000644612657158672	13	2	10	15	6	42	266	243	149	300	347	214	1.10600763626691	0.143000990926732	0.908438201987283	0.56733233141516	0.294025497410275	1.87169630417233	3.53387361547985	5.7966077219881	3.31768223453711	2.1699456246815	2.19831600172177	1.71131742551646	Down_muscle_Up_hemocytes
XM_027359322.1	3.9482740976454	2.54811345793557	3.73113070977473e-13	2.18223398962465e-12	2	6	4	17	8	46	793	839	494	1111	1315	883	0.17015502096414	0.429002972780196	0.363375280794913	0.642976642270515	0.392033996547034	2.04995309504589	10.5351946506599	20.0138019701564	10.9995639185324	8.03603196340383	8.33079406992546	7.06118358285532	Down_muscle_Up_hemocytes
XM_027359324.1	2.34838815034247	0.936121463117307	2.36301275928805e-06	7.10180232048126e-06	4	6	2	15	11	32	324	254	105	313	301	205	0.340310041928281	0.429002972780196	0.181687640397457	0.56733233141516	0.539046745252172	1.42605432698845	4.30441748652433	6.05900560240731	2.33796399078118	2.26397660175103	1.90689658938978	1.63934613191998	Down_muscle_Up_hemocytes
XM_027359325.1	2.71764826688319	1.14890258682436	4.68819558423403e-07	1.5277524545822e-06	4	4	6	9	3	37	334	271	172	383	442	250	0.340310041928281	0.286001981853464	0.54506292119237	0.340399398849096	0.147012748705138	1.64887531558039	4.43726987808372	6.46452959941882	3.82980768013679	2.77029724751005	2.8001604402335	1.99920259990241	Down_muscle_Up_hemocytes
XM_027359326.1	2.81499535153406	1.13675999325927	3.13634177821501e-05	8.15436118159639e-05	0	8	0	17	8	32	297	276	166	375	435	326	0	0.572003963706928	0	0.642976642270515	0.392033996547034	1.42605432698845	3.94571602931397	6.58380136324574	3.69620973780644	2.71243203085188	2.75581400792211	2.60696019027275	Down_muscle_Up_hemocytes
XM_027359327.1	2.26734097670683	1.12964815218044	0.000213834692064833	0.000496361791103512	12	0	4	17	7	43	350	234	141	385	382	304	1.02093012578484	0	0.363375280794913	0.642976642270515	0.343029746978655	1.91626050189072	4.64983370457875	5.58191854709965	3.1395516447633	2.78476355167459	2.42004816327873	2.43103036148133	Down_muscle_Up_hemocytes
XM_027359329.1	2.10874476692633	2.22271311795128	8.6504772435122e-08	3.04560350998129e-07	31	26	9	72	35	13	451	469	284	1028	1126	831	2.63740282494418	1.85901288204751	0.817594381788554	2.72319519079277	1.71514873489327	0.579334570339056	5.99164285932862	11.1876914469647	6.32363593697005	7.43568034057528	7.13344039751792	6.64534944207562	Down_muscle_Up_hemocytes
XM_027359332.1	2.8626352613253	0.793451901054138	1.11234611620554e-09	4.70412863485866e-09	6	2	4	13	10	8	292	226	154	219	278	180	0.510465062892421	0.143000990926732	0.363375280794913	0.491688020559805	0.490042495683792	0.356513581747111	3.87928983353427	5.39108372497658	3.42901385314573	1.5840603060175	1.76118688322378	1.43942587192974	Down_muscle_Up_hemocytes
XM_027359333.1	2.28169489312354	0.835827736533495	3.92330614923332e-06	1.1454836594054e-05	11	10	2	7	14	16	254	227	167	227	237	176	0.935852615302772	0.71500495463366	0.181687640397457	0.264755087993741	0.686059493957309	0.713027163494223	3.37445074560858	5.41493807774197	3.71847606152817	1.64192552267567	1.50144349397136	1.4074386303313	Down_muscle_Up_hemocytes
XM_027359334.1	-2.0588531494565	2.60344232907879	2.54601361076828e-10	1.15128396385165e-09	211	121	114	215	114	190	164	88	76	396	454	297	17.9513547117168	8.65155995106728	10.356195502655	8.13176341695063	5.58648445079523	8.4671975664939	2.17877922157404	2.09918304335371	1.69224060285114	2.86432822457958	2.87618289562445	2.37505268868407	Up_muscle_Down_hemocytes
XM_027359339.1	3.1202035936806	6.93484098558454	1.48106435340651e-07	5.07991973480115e-07	134	91	587	210	525	1042	18231	18763	6417	22714	25507	19657	11.4003864045974	6.5065450871663	53.3253224566535	7.94265263981224	25.7272310233991	46.4358940225613	242.203195051929	447.579220936883	142.882999322313	164.293816396719	161.59206413809	157.193302025127	Down_muscle_Up_hemocytes
XM_027359342.1	-1.52659390517462	3.15323019709546	1.13333320615327e-06	3.52877494869669e-06	111	159	104	514	219	420	380	111	170	778	882	598	9.44360366350979	11.3685787786752	9.44775730066774	19.4405878898262	10.7319306554751	18.7169630417233	5.04839087925693	2.64783315695753	3.78527503269334	5.62739232000736	5.58765047123517	4.78209261896657	Up_muscle_Down_hemocytes
XM_027359344.1	-1.54865480798642	3.24377166347141	3.11069207051642e-08	1.14984189562099e-07	116	166	136	533	261	395	372	138	187	767	931	637	9.86899121592014	11.8690822469187	12.354759547027	20.159208842952	12.790109137347	17.6028580987636	4.94210896600941	3.29190068162287	4.16380253596268	5.54782764710237	5.89807549741491	5.09396822455135	Up_muscle_Down_hemocytes
XM_027359348.1	-3.3004152704494	6.44784482942788	9.42658098529129e-17	7.15916657974912e-16	1321	3092	1324	8169	1995	2036	1299	935	712	1890	2090	1783	112.387391346815	221.079531972728	120.277217943116	308.969187688696	97.7634778889166	90.7327065546398	17.2575256635651	22.3038198356332	15.8536224898686	13.6706574354935	13.240577647258	14.258312942504	Up_muscle_Down_hemocytes
XM_027359388.1	-7.95947967492964	3.71085833317894	2.05167558040624e-16	1.53002869478197e-15	145	75	54	1635	430	1144	5	1	0	32	20	17	12.3362390199002	5.36253715975245	4.90556629073133	61.8392241242525	21.0718273144031	50.9814421898369	0.0664261957796964	0.0238543527653831	0	0.231460866632693	0.126704092318258	0.135945776793364	Up_muscle_Down_hemocytes
XM_027359411.1	2.06780854400225	2.72489387710541	7.4809182494991e-10	3.22551586384232e-09	39	33	40	71	47	21	591	443	381	1626	1912	1545	3.31802290880074	2.35951635029108	3.63375280794913	2.68537303536509	2.30319972971382	0.935848152086167	7.85157634116012	10.5674782750647	8.48346933797743	11.7611052857737	12.1129112256255	12.3550720673969	Down_muscle_Up_hemocytes
XM_027359414.1	-8.41816840554513	7.00718493164492	2.88710208993897e-23	3.45938627761694e-22	3360	10254	3530	2354	935	1472	51	17	18	127	161	130	285.860435219756	733.166080481354	320.678685301511	89.0333538767525	45.8189733464346	65.5984990414685	0.677547196952904	0.405523997011513	0.40079382699106	0.918610314448502	1.01996794316198	1.03958535194925	Up_muscle_Down_hemocytes
XM_027359415.1	-8.39259961778007	7.03353429967782	4.57568998853967e-23	5.41174720733292e-22	3609	10115	3738	2300	900	1515	74	14	22	123	160	115	307.044735329791	723.227511611947	339.574199902846	86.9909574836579	44.1038246115413	67.5147595433592	0.983107697539507	0.333960938715364	0.489859121877962	0.889677706119415	1.01363273854606	0.91963319595511	Up_muscle_Down_hemocytes
XM_027359416.1	-8.65238324880448	7.01205630958799	1.36901629234999e-23	1.67488542000027e-22	3346	10064	3746	2104	1062	1568	45	8	22	117	136	102	284.669350073007	719.580986343315	340.300950464436	79.5778150198331	52.0425130416187	69.8766620224338	0.597835762017268	0.190834822123065	0.489859121877962	0.846278793625785	0.861587827764154	0.815674660760184	Up_muscle_Down_hemocytes
XM_027359437.1	-3.82884509109158	1.14989262562914	3.73468368463844e-21	3.78706395501728e-20	19	62	54	86	93	143	21	11	20	32	49	32	1.61647269915933	4.43303071872869	4.90556629073133	3.25270536678025	4.55739520985927	6.37268027372962	0.278990022274725	0.262397880419214	0.445326474434511	0.231460866632693	0.310425026179732	0.255897932787509	Up_muscle_Down_hemocytes
XM_027359446.1	-12.9532424612319	12.0308324875422	8.06659442490544e-12	4.17083672143494e-11	84687	107516	73859	235830	136884	291227	165	136	39	2	3	0	7204.95913019508	7687.44727023925	6709.63371605787	8919.59891450915	6707.89769791802	12978.2976089333	2.19206446072998	3.2441919760921	0.868386625147296	0.0144663041645433	0.0190056138477387	0	Up_muscle_Down_hemocytes
XM_027359447.1	-10.8673711170918	12.240065684387	4.30185837677739e-08	1.56350132484011e-07	173118	203584	144020	135772	122066	101775	343	1017	98	6	4	0	14728.448459635	14556.3568684139	13083.3269850208	5135.18968672661	5981.75272781378	4535.52122278903	4.55683703048717	24.2598767623946	2.1820997247291	0.04339891249363	0.0253408184636516	0	Up_muscle_Down_hemocytes
XM_027359451.1	-1.87000038875707	4.64043284183813	1.03309285337581e-07	3.6091971729867e-07	287	651	310	2014	486	804	1184	358	450	1382	1715	1145	24.4172455083541	46.5468225466512	28.1615842616058	76.1738210313422	23.8160652902323	35.8296149655847	15.7297231606321	8.53985829000716	10.0198456747765	9.99621617769945	10.8648759162906	9.15634790755305	Up_muscle_Down_hemocytes
XM_027359485.1	-1.56377165832839	3.10420998567671	5.09426200549233e-07	1.65376131111835e-06	105	170	67	523	307	335	342	160	219	675	698	447	8.93313860061737	12.1550842287722	6.08653595331479	19.7809872886752	15.0443046174924	14.9290062356603	4.54355179133124	3.8166964424613	4.87632489505789	4.88237765553338	4.4219728219072	3.57457424862551	Up_muscle_Down_hemocytes
XM_027359505.1	1.76459783198025	6.89028775206391	0.00023090773662521	0.000532323240063558	1058	649	697	868	815	1146	20989	13335	12274	10822	11805	9488	90.0120060900302	46.4038215557245	63.3181426785136	32.8296309112239	39.9384633982291	51.0705705852737	278.84388464401	318.097794126384	273.296857360459	78.277171834344	74.7870904908517	75.8737370714964	Down_muscle_Up_hemocytes
XM_027359506.1	3.76881534137746	1.69071094090245	6.64526673202108e-19	5.85268261319159e-18	0	6	4	14	10	14	518	197	249	882	885	747	0	0.429002972780196	0.363375280794913	0.529510175987483	0.490042495683792	0.623898768057445	6.88175388277655	4.69930749478047	5.54431460670966	6.37964013656361	5.60665608508291	5.97361736850841	Down_muscle_Up_hemocytes
XM_027359507.1	3.95346165579573	1.51899810251632	1.08747419844518e-12	6.08234585555198e-12	0	6	0	12	13	8	436	161	226	704	922	710	0	0.429002972780196	0	0.453865865132128	0.63705524438893	0.356513581747111	5.79236427198953	3.84055079522668	5.03218916110997	5.09213906591926	5.84105865587169	5.67773538372285	Down_muscle_Up_hemocytes
XM_027359508.1	3.14889614215964	1.90872757895854	7.39777730057185e-24	9.2360347429676e-23	4	11	8	26	18	14	585	221	289	926	1034	854	0.340310041928281	0.786505450097025	0.726750561589826	0.983376041119611	0.882076492230826	0.623898768057445	7.77186490622448	5.27181196114967	6.43496755557868	6.69789882818357	6.55060157285393	6.82927608126664	Down_muscle_Up_hemocytes
XM_027359509.1	3.79727140405301	1.53770580793262	2.14228542628069e-17	1.6933185052572e-16	0	4	6	17	6	9	485	159	228	778	849	643	0	0.286001981853464	0.54506292119237	0.642976642270515	0.294025497410275	0.4010777794655	6.44334099063055	3.79284208969592	5.07672180855342	5.62739232000736	5.37858871891005	5.141949086949	Down_muscle_Up_hemocytes
XM_027359510.1	3.52465085115353	1.66923114720416	2.06355353877178e-20	1.99300336872924e-19	6	3	2	15	12	17	594	164	277	742	877	658	0.510465062892421	0.214501486390098	0.181687640397457	0.56733233141516	0.588050994820551	0.757591361212612	7.89143205862794	3.91211385352283	6.16777167091797	5.36699884504558	5.55597444815561	5.26190124294315	Down_muscle_Up_hemocytes
XM_027359511.1	3.57776151956194	1.5639562661637	2.09520728625211e-19	1.9083535688376e-18	6	2	2	22	10	8	540	173	233	714	820	616	0.510465062892421	0.143000990926732	0.181687640397457	0.832087419408902	0.490042495683792	0.356513581747111	7.17402914420721	4.12680302841128	5.18805342716205	5.16447058674197	5.19486778504857	4.92603520615954	Down_muscle_Up_hemocytes
XM_027359526.1	-3.22393095077539	7.30867794225845	7.18062628440475e-26	1.02100527290586e-24	3641	5501	3850	5046	4442	5781	2250	1272	1369	4317	4971	3815	309.767215665217	393.324225543976	349.748707765104	190.85059628806	217.676876582741	257.625627010006	29.8917881008634	30.3427367175673	30.4825971750423	31.2255175391668	31.492302145703	30.5078316745108	Up_muscle_Down_hemocytes
XM_027359545.1	-2.47781224741158	7.72331986548005	2.36912371667131e-16	1.75145443109432e-15	3118	5191	3444	13025	5691	9632	5455	2180	3245	8664	10098	7830	265.271677683095	371.159071950333	312.86611676442	492.633574445497	278.883184293646	429.242352423522	72.4709795956488	52.0024890285352	72.2542204769994	62.6680296408017	63.9728962114884	62.6150254289436	Up_muscle_Down_hemocytes
XM_027359549.1	-3.06434656263164	2.15142756269201	6.10473147035326e-10	2.65451065668062e-09	219	102	108	52	99	128	87	19	47	152	140	134	18.6319747955734	7.29305053726333	9.81113258146265	1.96675208223922	4.85142070726954	5.70421730795378	1.15581580656672	0.453232702542279	1.0465172149211	1.09943911650529	0.886928646227805	1.07157259354769	Up_muscle_Down_hemocytes
XM_027359550.1	-3.08396662514785	2.02614310862849	5.96031213617654e-10	2.59612370342584e-09	182	132	104	41	87	94	86	26	40	129	119	106	15.4841069077368	9.43806540116431	9.44775730066774	1.55070837253477	4.26336971244899	4.18903458552856	1.14253056741078	0.620213171899961	0.890652948869022	0.933076618613045	0.753889349293634	0.847661902358623	Up_muscle_Down_hemocytes
XM_027359556.1	1.74001087285346	0.614958135919153	0.000287226561676876	0.000653562999605082	6	10	2	9	25	22	73	81	52	463	493	366	0.510465062892421	0.71500495463366	0.181687640397457	0.340399398849096	1.22510623920948	0.980412349804556	0.969822458383568	1.93220257399603	1.15784883352973	3.34894941409178	3.12325587564506	2.92683260625713	Down_muscle_Up_hemocytes
XM_027359566.1	2.66986242712138	-0.873296037156889	0.00036427354799494	0.000816107947074798	3	3	0	0	0	7	46	57	67	55	93	66	0.25523253144621	0.214501486390098	0	0	0	0.311949384028722	0.611121001173207	1.35969810762684	1.49184368935561	0.397823364524942	0.589174029279899	0.527789486374237	Down_muscle_Up_hemocytes
XM_027359585.1	-2.45131907485209	5.08688468042675	8.96532691427246e-16	6.38449017929575e-15	965	970	697	959	954	1062	792	630	500	1208	1504	1021	82.0997976151977	69.355480599465	63.3181426785136	36.2714470551426	46.7500540882338	47.327177976929	10.5219094115039	15.0282422421914	11.1331618608628	8.73764771538418	9.52814774233299	8.16474341800145	Up_muscle_Down_hemocytes
XM_027359597.1	2.76376812524126	0.65290963875004	4.31549461438542e-09	1.731203278379e-08	4	7	4	11	10	4	341	77	205	197	242	215	0.340310041928281	0.500503468243562	0.363375280794913	0.416043709704451	0.490042495683792	0.178256790873556	4.5302665521753	1.8367851629345	4.56459636295374	1.42493096020752	1.53311951705092	1.71931423591607	Down_muscle_Up_hemocytes
XM_027359598.1	2.94428244237917	0.683338623865415	2.14927548200806e-08	8.05396144751309e-08	0	6	3	10	10	10	337	80	212	222	256	237	0	0.429002972780196	0.272531460596185	0.378221554276773	0.490042495683792	0.445641977183889	4.47712559555154	1.90834822123065	4.72046062900581	1.60575976226431	1.6218123816737	1.89524406470749	Down_muscle_Up_hemocytes
XM_027359599.1	2.25067411250319	0.628534833193974	9.45945383527207e-07	2.97207539233922e-06	2	8	6	12	15	12	336	88	173	170	262	165	0.17015502096414	0.572003963706928	0.54506292119237	0.453865865132128	0.735063743525688	0.534770372620667	4.4638403563956	2.09918304335371	3.85207400385852	1.22963585398618	1.65982360936918	1.31947371593559	Down_muscle_Up_hemocytes
XM_027359601.1	2.08648640508625	0.723219170240234	5.02188011232518e-06	1.44610710615268e-05	10	4	5	14	17	14	344	77	200	222	234	175	0.850775104820702	0.286001981853464	0.454219100993641	0.529510175987483	0.833072242662447	0.623898768057445	4.57012226964311	1.8367851629345	4.45326474434511	1.60575976226431	1.48243788012362	1.39944181993169	Down_muscle_Up_hemocytes
XM_027359618.1	-8.90611249145577	5.78586177773023	6.19766164348896e-35	1.64888723600267e-33	957	1150	1409	4637	847	3425	27	3	0	47	36	40	81.4191775313411	82.2255697828708	127.998942660008	175.38133471814	41.5065993844172	152.632377185482	0.358701457210361	0.0715630582961494	0	0.339958147866768	0.228067366172864	0.319872415984386	Up_muscle_Down_hemocytes
XM_027359621.1	-5.1544895809237	2.17905572388585	5.03401590801847e-07	1.63586342242032e-06	17	37	50	844	53	216	2	7	0	58	70	49	1.44631767819519	2.64551833214454	4.54219100993641	31.9218991809597	2.5972252271241	9.62586670717201	0.0265704783118786	0.166980469357682	0	0.419522820771757	0.443464323113903	0.391843709580873	Up_muscle_Down_hemocytes
XM_027359641.1	-10.7933520745142	3.21945512495613	3.61366913600975e-50	2.2126375087807e-48	172	151	98	512	501	757	0	0	0	1	0	4	14.6333318029161	10.7965748149683	8.90269437947537	19.3649435789708	24.551129033758	33.7350976728204	0	0	0	0.00723315208227167	0	0.0319872415984386	Up_muscle_Down_hemocytes
XM_027359642.1	-10.9481060730224	3.15603278695352	9.72155226948807e-51	6.06861972647019e-49	173	129	103	450	525	699	2	0	0	0	2	0	14.7184093133981	9.22356391477421	9.35691348046901	17.0199699424548	25.7272310233991	31.1503742051539	0.0265704783118786	0	0	0	0.0126704092318258	0	Up_muscle_Down_hemocytes
XM_027359643.1	-9.99373335905432	3.26336023784751	4.32262025181907e-44	1.86880308657192e-42	186	143	86	485	544	819	0	2	0	0	6	2	15.8244169496651	10.2245708512613	7.81256853709063	18.3437453824235	26.6583117651983	36.4980779313605	0	0.0477087055307662	0	0	0.0380112276954774	0.0159936207992193	Up_muscle_Down_hemocytes
